drug,l2s2_n_total,l2s2_n_signatures,l2s2_n_significant,l2s2_n_significant_mimic,l2s2_n_significant_general,l2s2_signatures,l2s2_mimic_signatures,l2s2_general_signatures,l2s2_n_sig_pval,l2s2_min_pvalue,l2s2_min_adj_pvalue,l2s2_min_pvalue_general,l2s2_min_adj_pvalue_general,l2s2_min_pvalue_up,l2s2_min_adj_pvalue_up,l2s2_mean_neglog10p,l2s2_max_neglog10p,l2s2_mean_odds_ratio,l2s2_max_odds_ratio,l2s2_direction,l2s2_retrieval_sort,l1k_n_total,l1k_n_signatures,l1k_signatures,l1k_mean_score,l1k_max_score,l1k_false_rescue,n_engines,n_total_signatures,regulatory_status,approved_jurisdiction,mechanism,target_axis,candidate_tier,lincs_eligible,lookup_source,mechanism_flag,firewall_status,firewall_reason,lincs_drug,signature_has_nominal_genes
fingolimod,2,2,0,0,0,,,,0,1.0,1.0,0.9999999850644598,1.0,0.0150534021501785,0.3896516539537614,-0.0,-0.0,0.099,0.198,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,fingolimod,False
flavoxate,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,flavoxate,False
fluconazole,1,1,0,0,0,,,,0,1.0000000000000335,1.0,0.9999999590798864,1.0,0.0304774663836702,0.5324068150255642,-0.0,-0.0,0.104,0.104,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,fluconazole,False
fludarabine,4,4,0,0,0,,,,0,1.0,1.0,0.9999999984411996,1.0,0.0305274771632112,0.3835204929315329,-0.0,-0.0,0.006,0.013,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,fludarabine,False
flumazenil,1,1,0,0,0,,,,0,1.000000000000284,1.0,0.9980892782635472,1.0,0.0073618839037835,0.3076788971850099,-0.0,-0.0,0.432,0.432,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,flumazenil,False
fluocinolone acetonide,2,2,0,0,0,,,,0,0.9999999999999496,1.0,0.9998677369732326,1.0,0.0304111059978491,0.6094564297617121,0.0,0.0,0.155,0.31,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,fluocinolone acetonide,False
fluticasone,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,fluticasone,False
fluticasone propionate,1,1,0,0,0,,,,0,0.999999999999884,1.0,0.9999999589052228,1.0,0.030457885112219,0.5324068150255642,0.0,0.0,0.106,0.106,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,fluticasone propionate,False
fluvoxamine,1,1,0,0,0,,,,0,1.0000000000002447,1.0,0.9999999951059284,1.0,0.0305173133083077,0.4254931838706273,-0.0,-0.0,0.013,0.013,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,fluvoxamine,False
formoterol,3,3,0,0,0,,,,0,0.999999999999884,1.0,0.9999999923917818,1.0,0.0150331977931801,0.243140802115362,0.0,0.0,0.01,0.017,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,formoterol,False
fosfomycin,2,2,0,0,0,,,,0,0.9999999999998108,1.0,0.9999999935619552,1.0,0.0072934761597109,0.3110424841696662,0.0,0.0,0.049,0.097,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,fosfomycin,False
gatifloxacin,8,8,0,0,0,,,,0,1.0,1.0,0.9999732630577044,1.0,0.0009300677370587,0.0516372557950343,-0.0,-0.0,0.071,0.281,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,gatifloxacin,False
gemfibrozil,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,gemfibrozil,False
gemifloxacin,2,2,0,0,0,,,,0,0.9999999999995686,1.0,0.999999995553234,1.0,0.0149233685181349,0.2669216921682224,0.0,0.0,0.02,0.02,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,gemifloxacin,False
glibenclamide,5,5,0,1,0,,GSE22206_LCL_case_v_control_150_rescue,,0,0.9999999999979172,1.0,0.9954835923532176,1.0,0.0002235342430475,0.0385500374305452,0.0,0.0,0.183,0.471,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,glibenclamide,False
goserelin acetate,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,goserelin acetate,False
griseofulvin,1,1,0,0,0,,,,0,0.9999999999999796,1.0,0.9999999839875784,1.0,0.0150506006832905,0.3896516539537614,0.0,0.0,0.199,0.199,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,griseofulvin,False
guanethidine,3,3,0,0,0,,,,0,1.0,1.0,0.9999999610824862,1.0,0.0151018786290486,0.4281770988300921,-0.0,-0.0,0.037,0.111,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,guanethidine,False
histamine,1,1,0,0,0,,,,0,1.0000000000001426,1.0,0.9985380030683004,1.0,0.0302101280362198,0.5000843496425292,-0.0,-0.0,0.379,0.379,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,histamine,False
hydroflumethiazide,1,1,0,0,0,,,,0,0.9999999999994992,1.0,0.9999999864031924,1.0,0.0074495844243922,0.291861033040503,0.0,0.0,0.208,0.208,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,hydroflumethiazide,False
hydroxychloroquine,2,2,0,0,0,,,,0,0.9999999999999613,1.0,0.2759879590263848,1.0,0.0145301365734741,0.4040540003663931,0.0,0.0,1.072,1.491,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,hydroxychloroquine,False
hydroxyurea,2,2,0,0,0,,,,0,0.9999999999998656,1.0,0.9999999910992318,1.0,0.0151305692788379,0.3925736407145438,0.0,0.0,0.1,0.144,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,hydroxyurea,False
idoxuridin,4,4,0,0,0,,,,0,0.9999999999999064,1.0,0.9999999944922094,1.0,0.0303533391805457,0.3835204929315329,0.0,0.0,0.012,0.016,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,idoxuridin,False
ifosfamide,2,2,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ifosfamide,False
iloprost,2,2,0,0,0,,,,0,1.0,1.0,0.9999901647415992,1.0,0.0293957539466588,0.5324068150255642,-0.0,-0.0,0.127,0.254,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,iloprost,False
imipramine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,imipramine,False
ingenol,4,4,0,1,0,,GSE22206_fibro_case_v_control_150_rescue,,0,1.0,1.0,0.9999999889689002,1.0,0.0001762045213698,0.011475017734142,-0.0,-0.0,0.036,0.062,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ingenol,False
ingenol mebutate,4,4,0,1,0,,GSE22206_fibro_case_v_control_150_rescue,,0,0.9999999999995188,1.0,0.9999999943808944,1.0,0.0004063501124254,0.0217839604375902,-0.0,0.0,0.026,0.039,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ingenol mebutate,False
ipi 145,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ipi 145,False
ipratropium,2,2,0,0,0,,,,0,1.0000000000001827,1.0,0.9999999601508556,1.0,0.0305624489116697,0.4777022873951601,-0.0,-0.0,0.052,0.092,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ipratropium,False
isoniazid,3,3,0,0,0,,,,0,0.9999999999997417,1.0,0.9999971575123262,1.0,0.0148739087585018,0.3896516539537614,-0.0,0.0,0.111,0.262,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,isoniazid,False
isotretinoin,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,broad_cancer_kinase,REJECT,not_matched_to_candidate_or_axis; broad_cancer_kinase_not_MVA_axis; no_significant_fdr_lincs_signal,isotretinoin,False
isox,2,2,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,isox,False
isradipine,6,6,0,0,0,,,,0,0.9999999999993758,1.0,0.9981930149095058,1.0,0.0037450689296839,0.0863440394998882,0.0,0.0,0.1,0.39,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,isradipine,False
itraconazole,1,1,0,0,0,,,,0,1.0000000000002447,1.0,0.9999999609927084,1.0,0.0305173133083077,0.5324068150255642,-0.0,-0.0,0.098,0.098,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,itraconazole,False
ivosidenib,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ivosidenib,False
ixabepilone,5,5,0,1,0,,GSE22206_case_v_control_250_rescue,,0,0.9999999999995982,1.0,0.3558169300152883,1.0,0.0001976499087088,0.0221861345452551,0.0,0.0,0.437,1.272,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ixabepilone,False
ketorolac,1,1,0,0,0,,,,0,0.9999999999999,1.0,0.9999999848536284,1.0,0.0150589239028156,0.3896516539537614,0.0,0.0,0.196,0.196,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ketorolac,False
ketotifen,3,3,0,0,0,,,,0,1.0,1.0,0.9999999621422336,1.0,0.0036557536629365,0.2075532169363326,-0.0,-0.0,0.071,0.133,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ketotifen,False
kx 2391,6,6,0,4,0,,GSE22206_case_v_control_250_rescue;GSE22206_fibro_case_v_control_100_rescue;GSE22206_fibro_case_v_control_150_rescue;GSE22206_fibro_case_v_control_250_rescue,,0,0.9999999999995982,1.0,0.1379258499776513,1.0,4.257629573721354e-11,1.3183014815343072e-08,0.0,0.0,0.447,1.582,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,kx 2391,False
labetalol,3,3,0,0,0,,,,0,1.0,1.0,0.99995752773017,1.0,0.0074379880848009,0.3110424841696662,-0.0,-0.0,0.126,0.309,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,labetalol,False
lacitol,1,1,0,0,0,,,,0,0.9999999999999368,1.0,0.9999999856511166,1.0,0.0299175073853161,0.4918987282082528,0.0,0.0,0.095,0.095,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,lacitol,False
lamotrigine,5,5,0,0,0,,,,0,0.9999999999996038,1.0,0.9888691057116076,1.0,0.0037097457311946,0.1012881622546202,0.0,0.0,0.145,0.477,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,lamotrigine,False
leflunomide,1,1,0,0,0,,,,0,0.9999999999997556,1.0,0.9997564640366464,1.0,0.0150209979983179,0.4108661696454894,0.0,0.0,0.348,0.348,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,leflunomide,False
lenalidomide,7,7,0,3,0,,GSE22206_case_v_control_250_rescue;GSE22206_fibro_case_v_control_150_rescue;GSE22206_fibro_case_v_control_250_rescue,,0,0.9999999999997168,1.0,0.0987290448086877,1.0,5.308936218255633e-05,0.0033730438423311,-0.0,0.0,0.531,2.276,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; pediatric_safety_contraindication; no_significant_fdr_lincs_signal,lenalidomide,False
lenvatinib,1,1,0,0,0,,,,0,0.9999999999998996,1.0,0.9999999969516676,1.0,0.0303213661422564,0.4918987282082528,0.0,0.0,0.066,0.066,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,lenvatinib,False
levalbuterol,2,2,0,0,0,,,,0,0.999999999999807,1.0,0.9999999939347964,1.0,0.029982363315689,0.4777022873951601,0.0,0.0,0.012,0.023,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,levalbuterol,False
levetiracetam,1,1,0,0,0,,,,0,1.0000000000003513,1.0,1.0000000014177444,1.0,0.0151407835261825,0.3925736407145438,-0.0,-0.0,0.054,0.054,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,levetiracetam,False
levonorgestrel,4,4,0,0,0,,,,0,0.999999999999817,1.0,0.999999990157094,1.0,0.0074634793333802,0.291861033040503,-0.0,0.0,0.064,0.2,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,levonorgestrel,False
levothyroxine,7,7,0,0,0,,,,0,1.0000000000001723,1.0,0.9336461082236968,1.0,0.0036486770749699,0.0863440394998882,-0.0,-0.0,0.193,0.63,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,levothyroxine,False
lgx 818,3,3,0,0,0,,,,0,0.9999999999995428,1.0,0.9593390693103824,1.0,0.0018021474934641,0.1053074977551513,-0.0,0.0,0.389,0.577,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,lgx 818,False
licarbazepine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,licarbazepine,False
linagliptin,1,1,0,0,0,,,,0,0.9999999999998866,1.0,0.9999999600084464,1.0,0.0305532513887743,0.5324068150255642,0.0,0.0,0.093,0.093,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,linagliptin,False
linezolid,1,1,0,0,0,,,,0,0.9999999999998976,1.0,0.9999999960073084,1.0,0.0304736279601754,0.4777022873951601,0.0,0.0,0.014,0.014,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,linezolid,False
lisinopril,2,2,0,0,0,,,,0,0.9999999999999007,1.0,0.999999990150024,1.0,0.0306103008107492,0.5334206113915053,0.0,0.0,0.07,0.139,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,lisinopril,False
lofexidine,3,3,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,lofexidine,False
loperamide,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,loperamide,False
lorazepam,11,11,0,0,0,,,,0,0.9999999999996566,1.0,0.4685170224832963,1.0,0.0037958323931591,0.0863440394998882,-0.0,0.0,0.183,1.222,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,lorazepam,False
losartan,7,7,0,2,0,,GSE22206_fibro_case_v_control_150_rescue;GSE22206_fibro_case_v_control_250_rescue,,0,0.9999999999993135,1.0,0.9239182022333552,1.0,0.0004482798728231,0.017471638113674,0.0,0.0,0.147,0.697,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,losartan,False
lovastatin,4,4,0,1,0,,GSE22206_fibro_case_v_control_250_rescue,,0,0.9999999999999556,1.0,0.9983587628937772,1.0,1.0035255379894396e-05,0.00082307340034,-0.0,0.0,0.123,0.383,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,lovastatin,False
lurasidone,3,3,0,0,0,,,,0,1.0000000000002671,1.0,0.999999993851582,1.0,0.0036262674855563,0.1298676506054251,-0.0,-0.0,0.018,0.023,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,lurasidone,False
mannitol,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,mannitol,False
maraviroc,4,4,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,maraviroc,False
mebendazole,6,6,0,3,0,,GSE22206_fibro_case_v_control_100_rescue;GSE22206_fibro_case_v_control_150_rescue;GSE22206_fibro_case_v_control_250_rescue,,0,0.9999999999994976,1.0,0.973331144177209,1.0,1.8213730481201574e-09,3.286485528028013e-07,-0.0,0.0,0.197,0.559,MIMIC,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,mebendazole,False
mecamylamine,1,1,0,0,0,,,,0,1.0000000000000997,1.0,0.9998735689172358,1.0,0.0146877164421035,0.3896516539537614,-0.0,-0.0,0.328,0.328,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,mecamylamine,False
mefloquine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,mefloquine,False
meloxicam,1,1,0,0,0,,,,0,1.000000000000119,1.0,0.9999643903919372,1.0,0.0304697512042083,0.5000843496425292,-0.0,-0.0,0.283,0.283,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,meloxicam,False
mestinon,1,1,0,0,0,,,,0,1.000000000000182,1.0,0.999999994729686,1.0,0.0304618803749167,0.4777022873951601,-0.0,-0.0,0.014,0.014,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,mestinon,False
mestranol,3,3,0,0,0,,,,0,0.9999999999990826,1.0,0.9999999652052164,1.0,0.0151326464553562,0.3925736407145438,0.0,0.0,0.053,0.105,NOT_SIGNIFICANT,adj_pvalue_down (rescue-sorted),0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,mestranol,False
